Epoch,LR,Train Loss,Train Acc,Test Loss,Test Acc,Time(s)
91,0.20294117647058824,0.0014890949377790094,99.96333333333334,1.908599478149414,72.01,36.67086744308472
89,0.20882352941176474,0.0012195822048932314,99.97333333333333,1.67545654296875,76.56,37.5902419090271
92,0.2,0.001913466852468749,99.94333333333333,1.8259785797119141,73.44,36.64389491081238
92,0.2,0.001514128369372338,99.95333333333333,1.912946484375,71.83,36.72492218017578
90,0.20588235294117646,0.0010939924351715793,99.97666666666667,1.679753695678711,76.74,37.59798240661621
93,0.1970588235294118,0.0018057795767982801,99.95333333333333,1.8360878295898437,73.5,36.9364972114563
93,0.1970588235294118,0.0016511301318493982,99.95,1.9225874603271484,71.78,36.70218753814697
91,0.20294117647058824,0.0013646917074918747,99.96,1.6810086944580078,76.56,37.597440242767334
94,0.19411764705882353,0.0018971227169036866,99.94333333333333,1.8344555694580078,73.46,36.71474528312683
94,0.19411764705882353,0.0020304786461095015,99.94333333333333,1.9240646728515625,71.68,36.63340139389038
92,0.2,0.0012218550965500375,99.96666666666667,1.6806648132324218,76.88,37.59728479385376
95,0.1911764705882353,0.0019448090906565387,99.94333333333333,1.8320211730957032,73.58,36.72005224227905
95,0.1911764705882353,0.0018705633436484884,99.95,1.9382830688476562,71.6,36.66846799850464
93,0.1970588235294118,0.0012361595819549015,99.97,1.6752895111083985,76.76,37.579522371292114
96,0.18823529411764706,0.0017495197594165801,99.94666666666667,1.8379989135742187,73.34,36.73658490180969
96,0.18823529411764706,0.001446375373005867,99.94666666666667,1.9257107788085936,71.8,36.762139320373535
94,0.19411764705882353,0.0012895369826195142,99.96,1.6756914398193359,76.84,37.582536458969116
97,0.18529411764705883,0.0015195088589253524,99.95333333333333,1.836511590576172,73.45,36.67280960083008
97,0.18529411764705883,0.0016205925611158213,99.95666666666666,1.9355424743652343,71.41,36.68863368034363
95,0.1911764705882353,0.0013037202045321464,99.96333333333334,1.674736688232422,76.77,37.59727931022644
98,0.1823529411764706,0.0015609299999661743,99.94666666666667,1.8327933288574219,73.45,36.65022873878479
98,0.1823529411764706,0.0016228832456283272,99.94333333333333,1.9361045104980468,71.61,36.70440125465393
